company_id,company_name,trade_name,industry,sector,categories,company_status,company_type,headquarters,address,postal_code,city,country,state,continent,foundation_year,registration_date,website,rank,market_cap_or_valuation,number_of_employees,ceo,founder,assets,profit_or_net_income,revenue,total_funding_raised,share_price,change_1_day,change_1_year,debts,phone,sic_code,emtak_code,nace_code,facebook,twitter,pinterest,instagram,investors,region,notes_or_description,normalized_name,modified,normalized_country,city_translate
 | df0829ff579f48f38b7efb0eb9d2d9bb | 3248dadc31224602b6125c729b5a9fda,rosseti,,,," | ['Utilities', 'Electric Utilities', 'Electricity Generation', 'Power Generation']",,,,,,,russia, | moscow, | eastern europe,0,,http://www.rosseti.ru | ,"7249 |  | 4,790", | $1.62 b,,,," | 44,877 million usd | $38.88 b", | $787.2 m | 721 million usd," | 16,458 million usd | $14.5 b",,, | 0.00%, | -100.00%," | 18,201 million usd",,,,,,,,,,,,rosseti,True,russia,
1537 | 4409,rothenberger italiana,,,,,,,,via guglielmo reiss romoli 17,20019,settimo milanese,italy,italy,,0,,https://www.info-clipper.com/en/company/italy/rothenberger-italiana-srl.itd73in8g.html,,,,,,,,,,,,,,,,,,,,,,,,single address,rothenberger italiana,False,italy,settimo milanese
710 | 3468,rothschild c. italia,,,,,,,,passaggio centrale 3,20123,milano,italy,italy,,0,,https://www.info-clipper.com/en/company/italy/rothschild-c-italia-spa.itd7bzt68.html,,,,,,,,,,,,,,,,,,,,,,,,single address,rothschild c. italia,False,italy,milano
3480 | 719,rothschild c. wealth management italy societa' di intermediazio ne mobiliare s,,,,,,,,passaggio centrale 3,20123,milano,italy,italy,,0,,https://www.info-clipper.com/en/company/italy/rothschild-c-wealth-management-italy-societa-di-intermediazio-ne-mobiliare-s.itd79wuzs.html,,,,,,,,,,,,,,,,,,,,,,,,single address,rothschild c. wealth management italy societa' di intermediazio ne mobiliare s,False,italy,milano
05a1dbf48473424490a20005f6832517 | 85ec766936ac407fa66be5709669d5ee,rotork,,,,"['Industries', 'Engineering Products', 'Industry Machinery'] | ['Manufacturing', 'Machinery manufacturing']",,,,,,,united kingdom,, | northern europe,0,, | https://www.rotork.com/,"2935 | 3,732", | $3.49 b," | 3,400",,, | 884 million usd, | 106 million usd, | 755 million usd,, | $3.97, | 0.31%, | -12.94%, | 175 million usd,,,,,,,,,,,,rotork,True,united kingdom,
3340410c0a474ac3b6391cbf22edf53b | 981644a3884445d1a98af68219b35ea4,rover,,,,"['Internet', 'Tech'] | ['Consumer Cyclical', 'Consumer Services']",,,,,,,united states,, | northern america,0,, | https://www.rover.com/,"5110 | 7,564", | $0.68 b,,,, | 397 million usd, | -64 million usd, | 109 million usd,, | $3.73, | 4.19%, | -36.56%, | 104 million usd,,,,,,,,,,,,rover,True,united states,
e9b19228a1b44b2595c85bf408152efe | 3ac276c0a1064ccc9ae535dddaf2035f,royal bank of canada,,,,"['Financial Services', 'Banking Services', 'Wealth Management', 'Asset Management', 'Credit Cards', 'Mortgage', 'Insurance'] | ['Banks', 'Financial services']",,,,,,,canada, | montreal, | northern america,0,, | https://www.rbcroyalbank.com,84 | 82, | $139.63 b," | 85,301", | david i. mckay,," | 1,363,000 million usd"," | 12,230 million usd"," | 35,376 million usd",, | $99.64, | -0.62%, | -0.46%," | 1,284,200 million usd",,,,,,,,,,,,royal bank of canada,True,canada,
 | a2c9cbf9339640249aad29cec609ed3e,royal mail,,,," | ['Industries', 'Logistics', 'Courier']",,,,,,,united kingdom,, | northern europe,0,, | https://www.royalmail.com/," | 2,506", | $4.45 b," | 177,047",,,"$13.71 b | 12,578 million usd",$1.2 b | 721 million usd,"$17.84 b | 14,973 million usd",,,,," | 6,295 million usd",,,,,,,,,,,,royal mail,True,united kingdom,
4320 | 2364,royal sun alliance insurance agency,,,,,,,,88 pine st ste 3100,100051805,new york,united states,new york(ny),,0,,https://www.info-clipper.com/en/company/united-states/royal-sun-alliance-insurance-agency-inc.usdaaol3l.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,royal sun alliance insurance agency,False,united states,new york
 | 491242e02bda4d11b8af83c0fe1248d1,royalty pharma,,,," | ['Healthcare', 'Pharmaceutical', 'Biotechnology']",,,,,,,united states, | california, | northern america,0,, | https://www.royaltypharma.com/home," | 1,178", | $18.48 b, | 35, | pablo legorreta,,"17,515 million usd | $17.52 b",$619.8 m | 619 million usd,"2,289 million usd | $2.29 b",,,,," | 11,739 million usd",,,,,,,,,,,,royalty pharma,True,united states,
aae089498bf443fca8e5535821be7d08 | 6779de38350c412f8e8b5c93ca272b24,rpc,,,,"['Oil&Gas', 'Oil & Gas Equipment & Services', 'Energy'] | ['Energy', 'Oil and Gas Equipment and Services', 'Oil and Gas']",,,,,,,united states, | georgia, | northern america,0,, | http://www.rpc.net,"3858 | 8,388", | $1.86 b," | 2,250",,, | 864 million usd, | 7 million usd, | 864 million usd,, | $8.62, | 0.00%,59.04% | , | 222 million usd,,,,,,,,,,,,rpc,True,united states,
04323827721c4415b618a7e068a3023a | 971e6950c8d34d58916924175663b89b,rpt realty,,,,"['Real Estate', 'Retail', 'Property Investments', 'Commercial Properties'] | ['Real estate', 'Investment', 'REITs']",,,,,,,united states, | new york, | northern america,0,, | http://rptrealty.com/,"8,711 | 4849", | $0.87 b, | 125,,," | 1,902 million usd", | 61 million usd, | 213 million usd,, | $10.05, | 0.70%, | -20.11%," | 1,006 million usd",,,,,,,,,,,,rpt realty,True,united states,
,rtb house,,technology,,,,,,,,,poland,,,2013,,https://www.rtbhouse.com/ | https://www.rtbhouse.com,,,575 | 377 | 271 | 773,,,,,"43.6 | 99.59 | 169,467,709 | 191,601,076",,,,,,,,,,,,,,,,,rtb house,True,poland,
 | 049b1c8c59f94af5a8217841f7c1f3c0,rtl,,,," | ['Communication Services', 'Media', 'Advertising', 'Broadcasting']",,,,,,,luxembourg,, | western europe,0,, | http://www.rtlgroup.com," | 2,119", | $8.85 b," | 16,264",,,"10,485 million usd | $12.17 b","$1.54 b | 1,301 million usd","6,635 million usd | $7.84 b",,,,," | 5,214 million usd",,,,,,,,,,,,rtl,True,luxembourg,
593 | 3209,rubie's masquerade (uk),,,,,,,,universal house pennywell road,bs5 0er,bristol,united kingdom,united kingdom,,0,,https://www.info-clipper.com/en/company/united-kingdom/rubies-masquerade-company-limited.gbd3vyxt5.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,rubie's masquerade (uk),False,united kingdom,bristol
da6bb21269334039808fc34ca0b3a106 | 02ac244a3490408e829dfc20413c844a,rubis,,,," | ['Utilities', 'Energy', 'Oil and Gas', 'Gas Utilities']",,,,,,,france,, | western europe,0,,https://rubis.fr/en/ | ,"3202 | 4,565", | $2.95 b,,,," | 5,260 million usd", | 292 million usd," | 4,588 million usd",, | $27.95, | 0.27%, | -13.71%," | 2,525 million usd",,,,,,,,,,,,rubis,True,france,
976 | 979 | 3743 | 3739,rubix international,,,,,,,,accurist house 44 baker street,w1u 7al,london,united kingdom,united kingdom,,0,,https://www.info-clipper.com/en/company/united-kingdom/rubix-group-international-limited.gbd3l8eu8.html | https://www.info-clipper.com/en/company/united-kingdom/rubix-international-limited.gbd3yetyh.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,rubix international,False,united kingdom,london
973 | 3735,rubix u.k.,rubix,,,,,,,dakota house concord business park,m22 0rr,manchester,united kingdom,united kingdom,,0,,https://www.info-clipper.com/en/company/united-kingdom/rubix-uk-limited.gbd3iuaer.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter | ,rubix u.k.,False,united kingdom,manchester
4576 | 1760,rugeley power,rugeley power station,,,,,,,"second floor salisbury house, london wall",ec2m 5sq,london,united kingdom,united kingdom,,0,,https://www.info-clipper.com/en/company/united-kingdom/rugeley-power-limited.gbd3o5104.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter | ,rugeley power,False,united kingdom,london
917df80eca2a42e4b5de9f9f205c69ff | 9e69b57e3b094a2c9ade8339a3446b36,rush enterprises,,,,"['Consumer Cyclical', 'Automobile', 'Automobile Parts', 'Consumer Durables', 'Automobile Dealers'] | ['Retail']",,,,,,,united states, | texas, | northern america,0,, | http://www.rushenterprises.com/,"3283 | 4,640", | $2.81 b," | 7,166",,," | 3,119 million usd", | 241 million usd," | 5,126 million usd",, | $50.77, | 0.02%, | -5.74%," | 1,653 million usd",,,,,,,,,,,,rush enterprises,True,united states,
204feb0612fe478faec928fec477e1fb | edf25ba524954bd4a8b661b9bc528a77,rush street interactive,,,,"['Entertainment', 'Gambling', 'Internet'] | ['Consumer Cyclical', 'Gambling', 'Gaming', 'Video Games / Mobile Games / Tech Games / Casino Games']",,,,,,,united states,, | northern america,0,, | https://rushstreetinteractive.com/,"9,868 | 4831",$0.88 b | , | 468,,, | 408 million usd, | -29 million usd, | 488 million usd,, | $4.03,-0.25% | , | -56.81%, | 101 million usd,,,,,,,,,,,,rush street interactive,True,united states,
244c99023d9e445f97cf8dfa21f6ae6a | 668297e74343496392e29c8e4fc6c202,russel metals,,,," | ['Industries', 'Iron and Steel']",,,,,,,canada,, | northern america,0,, | https://www.russelmetals.com/,"4254 | 7,067", | $1.40 b,,,," | 1,779 million usd", | 332 million usd," | 3,236 million usd",, | $22.43, | 2.04%, | -9.96%, | 820 million usd,,,,,,,,,,,,russel metals,True,canada,
 | 48281049f19b49e09aa47b7a527b4bcd | d3d3b47025a24329897e8aa5a1320916,rwe,,,," | ['Electricity', 'DAX', 'Energy'] | ['Utilities', 'Electric Utilities', 'Electric Vehicle Charging Station']",,,,,,,germany,, | western europe,0,, | https://www.group.rwe/en, | 585 | 795, | $28.86 b | $29.95 b," | 19,498", | markus krebber,," | 142,270 million usd | $203.56 b",$852.2 m |  | 721 million usd,"$28.99 b |  | 24,519 million usd",, | $44.29, | -1.38%, | 14.53%," | 125,280 million usd",,,,,,,,,,,,rwe,True,germany,
1788f8f6c51f4d46954bd30df9a69873 | 90eb91559cee4298a9979f227d13242d,rws,,,,"['Industries', 'Consulting Services'] | ['Professional services']",,,,,,,united kingdom,, | northern europe,0,, | https://www.rws.com/,"4,694 | 3876", | $1.85 b,,,," | 1,787 million usd", | 54 million usd, | 921 million usd,, | $4.76, | 0.26%, | -33.80%, | 446 million usd,,,,,,,,,,,,rws,True,united kingdom,
3030 | d16abada5ab54ddaa11fd44645548c8f,rxo,,,, | ['Transportation'],,,, | 11215 n community house rd, | 282774960, | charlotte,united states, | north carolina(nc),,0,, | https://www.info-clipper.com/en/company/united-states/rxo-inc.usd1yqpnj.html, | 3794, | $1.96 b,,,,,,,, | $16.91, | 1.02%,,,,,,,,,,,,, | single address,rxo,False | True,united states, | charlotte
512 | eecd012fc74d4fe59c0eadef083c43b5 | 144c25d8e7834fd480e38936e2d86fef,ryan specialty,,,," | ['Financial services'] | ['Financial Services', 'Insurance']",,,, | 180 n stetson ave ste 4600, | 606016746,chicago | ,united states, | illinois(il) | illinois, | northern america,0,, | https://www.info-clipper.com/en/company/united-states/ryan-specialty-llc.usd1b5vzt.html | https://ryansg.com/," | 3,857 | 1414", | $10.89 b, | 669,,," | 5,458 million usd", | -7 million usd," | 1,432 million usd",, | $41.87, | 0.10%, | 13.53%," | 4,863 million usd",,,,,,,,,,,headquarter | ,ryan specialty,False | True,united states,chicago | 
88be3a4e8be74964b26c1847f411e65c | 69d868eb7b1e470e9014899e1f9afa6f,ryanair,,,,"['Airlines', 'Travel', 'Transportation'] | ['Industries', 'Aviation', 'Transportation', 'Freight Transport', 'Airlines']",,,,,,,ireland, | dublin, | northern europe,0,, | https://investor.ryanair.com/,947 | 802, | $17.70 b," | 15,016", | michael o'leary,," | 15,145 million usd", | -240 million usd," | 4,799 million usd",, | $77.86, | 1.20%, | -22.28%," | 9,601 million usd",,,,,,,,,,,,ryanair,True,ireland,
d238ba7ea4da4cca850fa71a841ac685 | a1af5199a6b74a38ac50dc1cebd36bff,ryerson,,,," | ['Industries', 'Metal Fabrication Products']",,,,,,,united states, | illinois, | northern america,0,, | https://www.ryerson.com/,"4411 | 9,396", | $1.24 b," | 4,000",,," | 2,365 million usd", | 294 million usd," | 5,675 million usd",,$33.76 | , | 2.99%, | 60.23%," | 1,821 million usd",,,,,,,,,,,,ryerson,True,united states,
c33573daa2774c37912eb30828c5e968 | 2c6a17d4bc034550b28379ffcf9084f2,ryman healthcare,,,,"['Healthcare'] | ['Healthcare', 'HealthCare Products', 'Healthcare Service', 'Hospitals']",,,,,,,new zealand,," | australia, new zealand",0,, | https://www.rymanhealthcare.co.nz/,"3898 | 3,845", | $1.82 b," | 6,100",,," | 6,760 million usd", | 427 million usd, | 310 million usd,, | $3.62, | 0.35%, | -51.93%," | 4,642 million usd",,,,,,,,,,,,ryman healthcare,True,new zealand,
 | 5535d39b0e7b41aea53a0b0505b477a3,s-oil,,,," | ['Energy', 'Oil and Gas']",,,,,,,"korea, republic of",, | eastern asia,0,, | http://www.s-oil.com," | 1,997", | $9.91 b," | 3,222",,,"$15.81 b | 15,214 million usd","$1.2 b | 1,122 million usd","$23.98 b | 22,353 million usd",,,,," | 9,527 million usd",,,,,,,,,,,,s-oil,True,"korea, republic of",
2508 | 4488,s.e. acquisition of lancaster california,,,,,,,,44831 n cedar ave,935343212,lancaster,united states,california(ca),,0,,https://www.info-clipper.com/en/company/united-states/se-acquisition-of-lancaster-california-inc.usdfk44vn.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,s.e. acquisition of lancaster california,False,united states,lancaster
 | 04a254229f1147d0b007afcca3ce5226,s.f.,,,," | ['Industries', 'Courier', 'Logistics', 'Freight Transport']",,,,,,,china,,eastern asia | ,0,, | http://www.sf-express.com/cn/en/, | 358, | $36.66 b," | 121,925",,,"30,545 million usd | $32.93 b",$661.9 m | 621 million usd,"$32.05 b | 30,150 million usd",,,,,"16,296 million usd | ",,,,,,,,,,,,s.f.,True,china,
4628 | 1749,s.i.a.t. societa' internazionale applicazioni tecniche,,,,,,,,via giancarlo puecher 22,22078,turate,italy,italy,,0,,https://www.info-clipper.com/en/company/italy/siat-societa-internazionale-applicazioni-tecniche-spa.itd8hxviq.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,s.i.a.t. societa' internazionale applicazioni tecniche,False,italy,turate
4634 | 1755,s.i.a.t.societa' italiana acciai trafilati,,,,,,,,zona industriale,33010,osoppo,italy,italy,,0,,https://www.info-clipper.com/en/company/italy/siatsocieta-italiana-acciai-trafilati-spa.itd73a083.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,s.i.a.t.societa' italiana acciai trafilati,True,italy,osoppo
2349 | 4305,sabic innovative plastics us,sabic,,,,,,,2500 citywest blvd ste 100,770423038,houston,united states,texas(tx),,0,,https://www.info-clipper.com/en/company/united-states/sabic-innovative-plastics-us-llc.usdd80s35.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,sabic innovative plastics us,False,united states,houston
3595121f07e84a009f3ad3640665eca3 | 596af9d83a374e22b19132e331824138,sabra health care reit,,,,"['Real Estate', 'Consumer Services', 'Property Investments'] | ['Real estate', 'Investment', 'REITs']",,,,,,,united states, | california, | northern america,0,, | https://www.sabrahealth.com/,"4,544 | 3149", | $3.04 b, | 34,,," | 5,966 million usd", | -113 million usd, | 569 million usd,, | $13.19, | 1.23%, | 0.00%," | 2,587 million usd",,,,,,,,,,,,sabra health care reit,True,united states,
9f7b9ef0a75446e7aebc8b9412a3699b | 6483ecd4999f4491a237410a4fcc5087,sabre,,,,"['Technology', 'Software and IT', 'Software Products'] | ['Software', 'Tech']",,,,,,,united states, | texas, | northern america,0,, | https://www.sabre.com/,"3571 | 4,833", | $2.32 b," | 7,583",,," | 5,291 million usd", | -928 million usd," | 1,688 million usd",, | $7.08, | 3.06%, | -17.77%," | 5,800 million usd",,,,,,,,,,,,sabre,True,united states,
3783 | 938,sace bt,,,,,,,,piazza poli 42,00187 | 187,roma,italy,italy,,0,,https://www.info-clipper.com/en/company/italy/sace-bt-spa.itd8zwu03.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,sace bt,False,italy,roma
987447bac62f44f3a46ccec7df16882e | bac04a8cb73d4c08ab97d52010d65de6,sacyr,,,,"['Construction', 'Engineering', 'Infrastructure'] | ['Industries', 'Construction', 'Infrastructure']",,,,,,,spain,, | south europe,0,, | http://www.sacyr.com/es_en/default.aspx,"3890 | 7,238", | $1.83 b,,,," | 14,973 million usd", | -189 million usd," | 4,674 million usd",, | $2.88, | 0.00%, | 13.83%," | 14,014 million usd",,,,,,,,,,,,sacyr,True,spain,
99b3da07ee794553984d5041fd2cd528 | d141c3bdcb7845dfb8df8dbd6924b98e,safehold,,,,"['Real estate', 'Investment', 'REITs'] | ['Real Estate', 'Property Investments']",,,,,,,united states,, | northern america,0,, | https://www.safeholdinc.com/,"3,896 | 3731", | $2.06 b,180 | ,,," | 4,515 million usd", | 73 million usd, | 187 million usd,, | $33.19, | 1.13%, | -46.31%," | 2,833 million usd",,,,,,,,,,,,safehold,True,united states,
48619fa4622149f6a2c479e82481870b | ff271a214424460882479977bc4173f8,safestore,,,,"['Property Investments', 'Retail'] | ['Real estate', 'Investment', 'REITs']",,,,,,,united kingdom,, | northern europe,0,,https://www.safestore.co.uk/ | ,"3343 | 3,922", | $2.70 b, | 700,,," | 2,809 million usd", | 507 million usd,247 million usd | ,, | $12.27, | 1.01%, | -26.35%, | 985 million usd,,,,,,,,,,,,safestore,True,united kingdom,
c8e59ccec89e4a45bdbdb6996874e651 | 151c8c23ed8547aabf2cf9e09e71f813,safety insurance,,,,"['Insurance'] | ['Financial Services', 'Insurance']",,,,,,,united states, | massachusetts, | northern america,0,, | https://www.safetyinsurance.com/,"8,105 | 4407", | $1.25 b, | 552,,," | 2,117 million usd", | 131 million usd, | 864 million usd,, | $85.06, | 0.72%, | 5.42%," | 1,190 million usd",,,,,,,,,,,,safety insurance,True,united states,
1509 | 4309,safety management advisory,,,,,,,,14 fore street yealmpton,pl8 2jn,plymouth,united kingdom,united kingdom,,0,,https://www.info-clipper.com/en/company/united-kingdom/safety-management-advisory-services-limited.gbd8jbyef.html,,,,,,,,,,,,,,,,,,,,,,,,single address,safety management advisory,False,united kingdom,plymouth
 | b0cde875bac14b37b94cefa3eeb4af3b | 16156c6f22aa41aca03f558a74a2b598,safran,,,," | ['CAC 40', 'Aerospace', 'Defense contractors'] | ['Industries', 'Aerospace Products', 'Defense Products', 'Rockets', 'Satellites', 'Drones', 'Engineering Products', 'Technology', 'Machinery Manufacturing', 'Aerospace and Defense', 'Manufacturing', 'Space Products']",,,,,,,france, | paris, | western europe,0,, | https://www.safran-group.com/, | 345 | 292, | $52.26 b | $52.61 b," | 76,800", | olivier andries, | marcel mome," | 45,971 million usd | $47.44 b", | 47 million usd | $50.8 m," | $17.89 b | 16,677 million usd",, | $123.38, | 0.53%,6.71% | ," | 31,820 million usd",,,,,,,,,,,,safran,True,france,
949 | 3703,saga shipholding (iom),,,,,,,,"2nd floor 60circular rd, douglas",im1 1sa,isle of man,united kingdom,united kingdom,,0,,https://www.info-clipper.com/en/company/united-kingdom/saga-shipholding-limited.gbd3lhnyu.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,saga shipholding (iom),False,united kingdom,isle of man
cf82c01e55f54e859d521e38f97c6f87 | 2311,sage,,,," | ['Technology', 'Software and IT', 'Software Products']",,,, | north park avenue, | ne13 9aa, | newcastle-upon-tyne,united kingdom,united kingdom | , | northern europe,0,,https://www.sage.com/ | https://www.info-clipper.com/en/company/united-kingdom/sage-holding-company-limited.gbd3m81wd.html," | 1,678",," | 11,785",,," | 4,358 million usd", | 373 million usd," | 2,416 million usd",,,,," | 2,903 million usd",,,,,,,,,,,headquarter | ,sage,False | True,united kingdom, | newcastle-upon-tyne
25b439ab679140c495b0cf7f13e3920f | e69049d546ff4f8883916a9e4543ec19,sage therapeutics,,,," | ['Healthcare', 'Pharmaceutical', 'Biopharmaceutical', 'Biotechnology', 'Technology', 'HealthCare Products']",,,,,,,united states, | massachusetts, | northern america,0,, | https://www.sagerx.com/,"5,501 | 3452", | $2.53 b, | 471,,," | 1,825 million usd", | -457 million usd, | 6 million usd,, | $42.56, | 0.04%,11.40% | , | 96 million usd,,,,,,,,,,,,sage therapeutics,True,united states,
 | f779275c89904281aea35f3a7b3264ed,sahara international petrochemical,,,," | ['Basic Materials', 'Chemicals', 'Petrochemicals']",,,,,,,saudi arabia,, | western asia,0,, | https://www.sipchem.com/en/," | 2,197", | $11.14 b,,,,"6,534 million usd | $6.53 b",958 million usd | $1.14 b,"2,662 million usd | $2.76 b",,,,," | 2,645 million usd",,,,,,,,,,,,sahara international petrochemical,True,saudi arabia,
 | 7f2fa8a1efb44a83b1c82c2fb7cd0fca | 08df8564b3b746ac9ab6796de64612b3,saic motor,,,," | ['Consumer Cyclical', 'Automobile', 'Cars', 'Commercial Vehicles', 'Passenger Vehicles'] | ['Automakers', 'Manufacturing']",,,,,,,china, | shanghai, | eastern asia,0,, | http://www.saicmotor.com, | 543 | 696, | $25.06 b | $28.87 b," | 204,815", | chen hong,," | $133.97 b | 133,430 million usd"," | 3,570 million usd | $3.71 b"," | $121.42 b | 113,160 million usd",, | $2.15, | -0.07%, | -33.44%," | 85,589 million usd",,,,,,,,,,,,saic motor,True,china,
1002 | 8676f3596066429c98a9f3faa26ce19e | 1005,sailpoint technologies,,,,"['Technology', 'Software and IT', 'Software Products', 'Software and IT Infrastructure'] | ",,,, | 11120 four points dr ste 100 | 11120 four pts dr ste 100, | 787262118, | austin,united states,texas(tx) | texas, | northern america,0,,https://www.info-clipper.com/en/company/united-states/sailpoint-technologies-holdings-inc.usd1c76j8.html | https://www.sailpoint.com | https://www.info-clipper.com/en/company/united-states/sailpoint-technologies-inc.usd2j2lj8.html," | 3,768",," | 1,676",,," | 1,159 million usd", | -61 million usd, | 438 million usd,,,,, | 755 million usd,,,,,,,,,,, | headquarter,sailpoint technologies,False | True,united states, | austin
,saimex,,industrial goods,,,,,,,,,italy,,,2002,,https://www.saimex.it/ | https://www.saimex.it,,,6 | 5,,,,,2.26 | 2.6,,,,,,,,,,,,,,,,,saimex,True,italy,
4350 | 2394,saint-gobain performance plastics,saint-gobain,,,,,,,31500 solon rd ohio,441393528,solon,united states,ohio(oh),,0,,https://www.info-clipper.com/en/company/united-states/saint-gobain-performance-plastics-corporation.usd4zobn.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,saint-gobain performance plastics,False,united states,solon
1154 | 4020,saldi privati,,,,,,,,via vincenzo forcella 3,20144,milano,italy,italy,,0,,https://www.info-clipper.com/en/company/italy/saldi-privati-srl.itd7l9cy7.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,saldi privati,False,italy,milano
2964 | 313770afeba944efb856b1a22cb98b80,salesforce,,,," | ['Software', 'Dow jones', 'Tech']",,,,415 mission st fl 3 salesforce tower | , | 94105,san francisco | ,united states, | california(ca),,0,, | https://www.info-clipper.com/en/company/united-states/salesforce-inc.usd16yee7.html, | 78, | $144.55 b,,,,,,,, | $144.56, | -1.66%, | -44.66%,,,,,,,,,,,,headquarter | ,salesforce,False | True,united states,san francisco | 
 | 7661b70c54b349b1bc6de9951d64951b | 2967,salesforce.com,,,," | ['Technology', 'Cloud Services', 'Artificial Intelligence', 'Software Products', 'Software and IT']",,,, | the landmark @ one market street, | 94105, | san francisco,united states, | california | california(ca), | northern america,0,, | https://www.info-clipper.com/en/company/united-states/salesforcecom-llc.usd390d7j.html | https://www.salesforce.com, | 53,$169.72 b | ," | 56,606", | marc benioff," | ['Marc Benioff', 'Parker Harris', 'Halsey Minor']"," | 95,209 million usd | $99.18 b"," | 1,444 million usd | $1.44 b"," | $26.49 b | 26,492 million usd",,,,," | 37,078 million usd",,,,,,,,,,, | single address,salesforce.com,False | True,united states, | san francisco
a3190627c12a4505bd2f6f6654847a99 | 2ad80e3bb1ae451badc50d66951d7b1a,sally beauty,,,,"['Cosmetics and Beauty'] | ['Consumer Cyclical', 'Retail', 'Beauty and Personal Care', 'Consumer Services']",,,,,,,united states, | texas, | northern america,0,, | http://www.sallybeautyholdings.com,"6,238 | 4096",$1.57 b | ," | 29,000",,," | 2,847 million usd", | 239 million usd," | 3,874 million usd",,$14.69 | , | 1.66%,-13.54% | ," | 2,566 million usd",,,,,,,,,,,,sally beauty,True,united states,
2634 | 4626,salty dot,,,,,,,,460 w 50 n ste 500,841011025,salt lake city,united states,utah(ut),,0,,https://www.info-clipper.com/en/company/united-states/salty-dot-inc.usd1y3dts.html,,,,,,,,,,,,,,,,,,,,,,,,single address,salty dot,False,united states,salt lake city
 | 9324169bf0a040fba6a235e26dfce7ec | c2c2a2aa6c5b464284a0dffcde50ac49,salzgitter,,,," | ['Basic Materials', 'Iron and Steel']",,,,,,,germany,, | western europe,0,, | https://www.salzgitter-ag.com/," | 6,025 | 3705",$2.10 b |  | $2.46 b,,,," | $11.66 b | 10,251 million usd", | $687 m | 581 million usd,"$11.54 b |  | 9,764 million usd",, | $38.94, | 3.64%, | 3.43%," | 6,895 million usd",,,,,,,,,,,,salzgitter,True,germany,
4470 | 1026,salzgitter mannesmann stainless tubes usa,,,,,,,,12050 w little york rd,770414503,houston,united states,texas(tx),,0,,https://www.info-clipper.com/en/company/united-states/salzgitter-mannesmann-stainless-tubes-usa-inc.usde0bbwu.html,,,,,,,,,,,,,,,,,,,,,,,,single address,salzgitter mannesmann stainless tubes usa,False,united states,houston
1238 | 4104,same deutz fahr italia,,,,,,,,viale francesco cassani 15,24047,treviglio,italy,italy,,0,,https://www.info-clipper.com/en/company/italy/same-deutz-fahr-italia-spa.itd737mbh.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,same deutz fahr italia,False,italy,treviglio
,samont,,industrial goods,,,,,,,,,germany,,,2008,,https://www.samont.com | https://www.samont.com/,,,81 | 89,,,,,"16,487,780 | 19,577,339",,,,,,,,,,,,,,,,,samont,True,germany,
 | 317930fbbc8b4bffaa755fcb955e3f0e,sampo,,,, | ['Insurance'],,,,,,,finland,,,0,,, | 663,$27.29 b | $26.33 b,,,, | $66.86 b, | $3.03 b, | $15.9 b,, | $50.94, | -0.72%, | 3.66%,,,,,,,,,,,,,sampo,True,finland,
 | 5d46c92b7e2f4f8886d0814f6c10f4df,samsung,,,," | ['Tech', 'Electronics', 'Tech Hardware', 'Manufacturing', 'Semiconductors']",,,,,,,"korea, republic of",,,0,,, | 25,$367.26 b | $312.57 b,,,, | $358.88 b,$34.27 b | , | $244.16 b,, | $46.54, | -3.51%, | -27.73%,,,,,,,,,,,,,samsung,True,"korea, republic of",
26fd0cdc29a04355a7191e3d46b5dbd7 | 01be91a6ed274af2b39d5d0fdcda262a,samsung biologics,,,,"['Healthcare', 'Pharmaceutical', 'Biopharmaceutical', 'Biotechnology', 'HealthCare Products', 'Technology'] | ['Biotech', 'Manufacturing']",,,,,,,"korea, republic of",, | eastern asia,0,, | https://www.samsungbiologics.com,343 | 417, | $47.71 b," | 2,730", | john rim,," | 6,535 million usd", | 323 million usd," | 1,286 million usd",, | $670.33, | -1.58%, | -11.54%," | 2,443 million usd",,,,,,,,,,,,samsung biologics,True,"korea, republic of",
 | 149680bd022648148656385cbb9a9b33,samsung ct,,,," | ['Industries', 'Luxury Goods', 'Conglomerate', 'Infrastructure', 'Fashion and Luxury Goods', 'Resorts', 'Engineering Products', 'Engineering Services', 'Trading', 'Construction']",,,,,,,"korea, republic of",,eastern asia | ,0,, | http://www.samsungcnt.com," | 1,268", | $14.64 b," | 9,374", | oh se-chul,,"$46.47 b | 45,301 million usd","1,341 million usd | $1.43 b","$30.09 b | 28,253 million usd",,,,," | 20,369 million usd",,,,,,,,,,,,samsung ct,True,"korea, republic of",
